lon,lat,thickness
124.66666666666664,-10.75,1273.0
124.75,-10.75,1274.0
124.83333333333331,-10.75,1276.0
124.91666666666664,-10.75,1278.0
125.0,-10.75,1279.0
125.08333333333331,-10.75,1280.0
125.16666666666664,-10.75,1281.0
125.25,-10.75,1282.0
125.33333333333331,-10.75,1283.0
125.41666666666664,-10.75,1284.0
125.5,-10.75,1285.0
125.58333333333331,-10.75,1285.0
125.66666666666664,-10.75,1286.0
125.75,-10.75,1286.0
125.83333333333331,-10.75,1287.0
125.91666666666664,-10.75,1287.0
126.0,-10.75,1287.0
126.08333333333331,-10.75,1287.0
126.16666666666664,-10.75,1287.0
126.25,-10.75,1287.0
126.33333333333331,-10.75,1287.0
126.41666666666664,-10.75,1287.0
126.5,-10.75,1287.0
126.58333333333331,-10.75,1286.0
126.66666666666664,-10.75,1286.0
126.75,-10.75,1285.0
126.83333333333331,-10.75,1284.0
126.91666666666664,-10.75,1284.0
127.0,-10.75,1283.0
127.08333333333331,-10.75,1282.0
127.16666666666664,-10.75,1282.0
127.25,-10.75,1280.0
127.33333333333331,-10.75,1280.0
127.41666666666664,-10.75,1278.0
127.5,-10.75,1277.0
127.58333333333331,-10.75,1276.0
127.66666666666664,-10.75,1275.0
127.75,-10.75,1274.0
127.83333333333331,-10.75,1272.0
127.91666666666664,-10.75,1271.0
128.0,-10.75,1270.0
128.08333333333331,-10.75,1268.0
128.16666666666663,-10.75,1267.0
128.25,-10.75,1265.0
128.33333333333331,-10.75,1264.0
128.41666666666663,-10.75,1262.0
128.5,-10.75,1260.0
128.58333333333331,-10.75,1258.0
128.66666666666663,-10.75,1256.0
128.75,-10.75,1255.0
128.83333333333331,-10.75,1253.0
128.91666666666663,-10.75,1251.0
129.0,-10.75,1249.0
129.08333333333331,-10.75,1247.0
129.16666666666663,-10.75,1245.0
129.25,-10.75,1243.0
129.33333333333331,-10.75,1241.0
129.41666666666663,-10.75,1238.0
129.5,-10.75,1236.0
129.58333333333331,-10.75,1234.0
129.66666666666663,-10.75,1232.0
129.75,-10.75,1230.0
129.83333333333331,-10.75,1227.0
129.91666666666663,-10.75,1225.0
130.0,-10.75,1223.0
130.08333333333331,-10.75,1220.0
130.16666666666663,-10.75,1218.0
130.25,-10.75,1216.0
130.33333333333331,-10.75,1213.0
130.41666666666663,-10.75,1210.0
130.5,-10.75,1208.0
130.58333333333331,-10.75,1206.0
130.66666666666663,-10.75,1203.0
130.75,-10.75,1200.0
130.83333333333331,-10.75,1198.0
130.91666666666663,-10.75,1195.0
131.0,-10.75,1193.0
131.08333333333331,-10.75,1190.0
131.16666666666663,-10.75,1187.0
131.25,-10.75,1184.0
131.33333333333331,-10.75,1182.0
131.41666666666663,-10.75,1179.0
131.5,-10.75,1176.0
131.58333333333331,-10.75,1174.0
131.66666666666663,-10.75,1171.0
131.75,-10.75,1168.0
131.83333333333331,-10.75,1165.0
131.91666666666663,-10.75,1162.0
132.0,-10.75,1160.0
132.08333333333331,-10.75,1157.0
132.16666666666663,-10.75,1154.0
132.25,-10.75,1151.0
132.33333333333331,-10.75,1148.0
132.41666666666663,-10.75,1145.0
132.5,-10.75,1142.0
132.58333333333331,-10.75,1140.0
132.66666666666663,-10.75,1136.0
132.75,-10.75,1134.0
132.83333333333331,-10.75,1131.0
132.91666666666663,-10.75,1128.0
133.0,-10.75,1125.0
133.08333333333331,-10.75,1122.0
